Survived,SibSp,Parch,Has_Cabin,Sex_Encoded,Pclass_Encoded,Embarked_Q,Embarked_S,Age_Scaled,Fare_Log_Scaled
0,0,0,0,1,1,0,1,-0.5834320775681558,-0.8610491018498265
0,0,0,0,0,1,0,1,0.16250890298334955,-0.8531270238554911
0,0,0,0,1,2,0,1,1.405743870569192,0.48160111997292887
0,0,0,0,1,2,0,1,-0.5005497463957664,-0.5401326474896715
1,0,0,0,0,2,0,1,-0.08613809053381893,-0.3349544667810613
1,0,0,0,1,1,0,1,0.8255675523624655,-0.843592637875174
0,0,0,0,1,1,0,1,-0.2519027528785979,-0.8269425125655973
0,1,0,0,0,1,0,1,-0.6663144087405454,-0.6125452386400323
0,1,0,0,1,1,0,1,-0.08613809053381893,-0.08282667230689421
0,0,0,0,0,1,0,1,-0.7491967399129349,-0.7485456210133309
0,1,0,0,1,2,0,1,0.41115589650051804,0.2364366677703862
0,0,0,0,1,1,0,1,1.8201555264311393,-0.8672988523685876
1,1,1,0,1,2,0,1,-2.1581963698435565,0.10728012522401835
0,0,0,0,1,1,0,1,-0.6663144087405454,-0.8638833729854817
0,3,1,0,0,1,0,1,-0.08613809053381893,0.457719048244695
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8475157022567751
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.9959698893729766
1,1,0,1,0,3,1,0,0.3282735653281285,1.5630645439328383
0,0,0,0,1,2,0,1,-0.08613809053381893,-3.4639266381479032
1,0,0,0,1,1,0,1,1.239979208224413,-0.843592637875174
0,0,0,0,0,1,0,1,-0.08613809053381893,-0.8269425125655973
1,1,1,0,0,2,0,1,0.41115589650051804,0.7398311830355292
1,0,2,0,0,2,0,1,-0.9149614022577138,-0.3046458931962617
0,0,0,0,1,2,0,1,0.07962657181096006,-0.3046458931962617
0,0,2,0,0,1,0,1,-1.57802005163683,0.39663044162101224
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.8475157022567751
0,0,0,0,1,1,1,0,-0.6663144087405454,-0.8695858335181553
0,0,0,0,1,1,0,1,-0.003255759361429436,-0.8503180752928623
0,1,1,0,0,1,0,1,-0.08613809053381893,-0.1905477216731816
0,1,1,0,1,1,0,1,-0.9149614022577138,0.19279928991137246
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.937738268996525
1,1,0,0,0,2,0,1,-0.08613809053381893,0.48160111997292887
1,0,0,0,0,2,0,1,-0.8320790710853244,0.48160111997292887
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8672988523685876
1,0,0,1,1,1,0,1,0.24539123415573905,-0.8269425125655973
1,0,0,1,1,3,0,1,-0.08613809053381893,0.5057419413731775
1,1,0,0,0,1,0,1,-0.08613809053381893,-0.06519565094449518
1,1,0,0,0,2,0,1,1.074214545879634,0.48160111997292887
0,0,0,0,1,1,0,1,-0.9978437334301034,-0.9560153371699237
0,1,0,1,1,3,0,1,1.73727319525875,1.37400788211633
1,1,2,1,0,3,0,1,-1.2464907269472718,1.5630645439328383
0,2,2,0,0,1,0,1,-0.6663144087405454,0.8050264956334089
1,2,3,0,0,2,0,1,-0.4176674152233769,0.10728012522401835
0,1,4,1,1,3,0,1,2.1102436855345026,1.5630645439328383
0,0,0,0,1,2,0,1,0.16250890298334955,-0.5401326474896715
1,1,1,0,0,2,0,1,1.3228615393968024,0.49263460555851546
0,0,0,0,1,1,0,1,-0.7491967399129349,-0.6490372112496652
0,1,0,0,1,1,0,1,-0.3347850840509874,-0.8638833729854817
1,0,0,0,0,2,0,1,-0.08613809053381893,-0.3046458931962617
1,0,0,0,1,1,0,1,-0.08613809053381893,-0.8187034937284628
1,0,2,1,1,3,0,1,-2.075314038671167,1.5630645439328383
1,0,1,0,0,2,0,1,-1.3293730581196614,0.15189863297638764
1,0,0,0,1,3,0,1,0.41115589650051804,0.5057419413731775
1,2,1,0,0,1,0,0,-1.9924317074987772,0.1377003747278826
1,0,0,1,1,3,0,1,1.903037857603529,0.6661387081239454
0,1,2,0,1,2,0,1,0.576920558845297,0.5567816307650165
0,1,0,0,1,1,0,1,-0.08613809053381893,0.17884660303475797
0,0,0,1,1,3,0,0,0.07962657181096006,0.5567816307650165
1,1,0,1,1,3,0,0,1.6543908640863605,1.5630645439328383
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8269425125655973
1,0,0,0,1,1,0,0,-0.003255759361429436,-0.8475157022567751
0,0,0,1,1,3,0,1,2.1102436855345026,0.5057419413731775
1,1,0,1,0,3,0,1,-0.08613809053381893,1.2858981406057086
1,0,0,0,0,2,0,1,1.73727319525875,-0.5401326474896715
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8672988523685876
1,0,0,1,1,3,0,1,1.5715085329139709,0.5057419413731775
0,0,0,0,1,1,0,1,0.41115589650051804,-0.8269425125655973
0,0,0,1,1,3,0,1,1.4886262017415814,0.9370637439375256
0,0,0,0,1,2,0,1,1.5715085329139709,-0.3046458931962617
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8269425125655973
0,0,0,0,1,1,0,1,0.742685221190076,-0.9671170369332387
0,0,0,0,1,2,0,1,-0.08613809053381893,-3.4639266381479032
0,0,0,0,1,3,0,1,2.1102436855345026,0.5057419413731775
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8707241042382079
1,2,1,0,0,1,0,0,-2.199637535429751,0.1377003747278826
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.937738268996525
0,0,0,0,1,1,0,1,0.742685221190076,-0.7485456210133309
1,1,2,0,0,2,0,1,0.3282735653281285,0.5567816307650165
1,0,0,1,0,2,0,0,-0.5005497463957664,-0.23879339995548837
0,0,0,0,0,1,0,1,-0.5834320775681558,-0.6111636750571157
0,0,0,1,1,3,0,1,-0.08613809053381893,1.2890079243426653
0,1,0,0,1,2,0,1,0.41115589650051804,0.2364366677703862
0,1,0,0,1,1,0,1,-0.003255759361429436,-0.9677417867317425
0,0,0,0,1,1,0,1,-0.5834320775681558,-0.8990746929158523
1,0,1,0,0,1,0,1,-2.199637535429751,-0.3671760097158597
0,5,2,0,1,1,0,1,-1.6609023828092193,1.1678871447228634
0,0,0,0,1,2,0,1,-0.08613809053381893,-3.4639266381479032
0,0,0,0,1,1,0,1,1.73727319525875,-0.8269425125655973
1,0,0,0,0,1,0,1,2.1102436855345026,-0.6391025093224285
1,1,0,1,1,3,0,0,-0.3347850840509874,1.5630645439328383
0,3,1,0,0,1,0,1,-0.08613809053381893,0.457719048244695
1,1,0,1,0,3,0,1,0.4940382276729075,1.5630645439328383
0,0,0,1,1,3,0,0,2.1102436855345026,0.6353428051158762
0,0,0,0,1,1,0,1,0.07962657181096006,-0.8269425125655973
1,1,1,0,1,1,0,1,-1.6609023828092193,-0.0792796335289939
0,1,0,0,1,1,0,1,-0.08613809053381893,0.17884660303475797
0,0,0,0,1,1,0,1,-0.6663144087405454,-0.937738268996525
0,0,0,1,1,3,0,1,2.1102436855345026,0.6661387081239454
0,0,0,0,1,3,0,0,2.1102436855345026,1.2312641201635046
0,0,0,0,1,1,0,1,-0.6663144087405454,-0.8269425125655973
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.18602430633711134
1,1,0,1,0,3,0,0,2.0688025199483078,1.5630645439328383
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.13733341821973202
0,1,2,1,0,3,0,1,-0.3347850840509874,1.5630645439328383
0,0,0,0,1,1,0,1,-0.4176674152233769,-0.8610491018498265
0,0,0,0,1,1,0,1,-0.9978437334301034,-0.7485456210133309
0,0,0,0,0,1,1,0,-0.6663144087405454,-0.8672988523685876
0,0,0,0,0,1,1,0,-0.08613809053381893,-0.8839411597463913
0,0,0,0,0,1,0,1,0.6598028900176865,-0.6391025093224285
1,0,0,1,0,3,0,1,-1.0807260646024928,1.5630645439328383
0,1,0,1,1,3,0,0,-0.9149614022577138,1.5630645439328383
1,0,2,0,0,2,0,1,0.3282735653281285,0.48160111997292887
1,0,0,0,1,3,0,1,-0.08613809053381893,0.5057419413731775
0,0,0,0,1,1,0,1,-0.08613809053381893,0.31666944094352784
1,0,0,0,1,1,0,1,-0.2519027528785979,1.3864778041319725
1,0,0,0,1,1,1,0,-0.003255759361429436,-0.8672988523685876
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8269425125655973
1,0,0,1,1,3,0,1,0.576920558845297,0.4942808923800514
1,1,0,0,0,3,0,0,2.0688025199483078,1.4454687619075732
0,0,0,0,1,1,0,1,-0.4176674152233769,-0.902592215726009
0,0,0,1,1,3,0,1,1.4886262017415814,0.7929796078589765
1,0,0,1,0,2,0,1,0.41115589650051804,-0.5401326474896715
0,0,0,0,1,1,1,0,-0.08613809053381893,0.39663044162101224
1,1,0,0,0,2,0,1,0.576920558845297,0.48160111997292887
0,0,0,0,1,1,0,1,0.24539123415573905,-0.8475157022567751
1,0,0,1,0,3,0,1,0.07962657181096006,1.5630645439328383
0,0,0,0,1,1,0,1,-0.5834320775681558,-0.8475157022567751
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9413714272077109
1,0,1,1,0,3,0,0,1.239979208224413,1.4169720873544336
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9407602855054759
0,0,0,0,1,1,1,0,0.9498910491210497,-0.8672988523685876
1,0,0,0,0,2,0,1,1.73727319525875,-0.5401326474896715
0,0,0,1,1,3,0,1,-0.08613809053381893,1.5630645439328383
0,0,0,0,1,1,0,1,0.8255675523624655,-0.843592637875174
0,2,1,0,1,2,0,1,-0.5005497463957664,-0.4403144629250198
1,1,1,0,0,2,0,1,-2.199637535429751,0.48160111997292887
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9407602855054759
0,1,1,0,1,1,0,0,-0.9978437334301034,-0.9407602855054759
1,0,2,0,0,1,0,0,-0.08613809053381893,0.308156323034283
0,0,0,0,0,1,0,1,0.07962657181096006,-0.7485456210133309
1,0,2,0,0,2,0,1,-1.8266670451539984,0.49263460555851546
0,0,0,1,1,3,0,1,1.3228615393968024,0.5057419413731775
1,0,0,0,0,3,0,0,0.07962657181096006,1.5630645439328383
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.18279931461148358
1,0,2,1,0,3,0,0,-0.5834320775681558,1.2311645614562001
1,0,2,1,0,3,0,1,0.576920558845297,1.5630645439328383
0,4,2,0,0,1,0,1,-1.6609023828092193,0.6952352921999051
0,4,2,0,0,1,0,1,-1.4951377204644403,0.6952352921999051
1,1,0,0,1,2,0,1,0.24539123415573905,0.48160111997292887
0,1,0,1,1,3,0,0,1.73727319525875,1.5630645439328383
0,0,0,0,1,3,0,1,2.1102436855345026,0.48160111997292887
1,1,0,0,0,2,0,1,-0.8320790710853244,0.48160111997292887
1,0,0,0,1,2,0,0,-0.08613809053381893,-0.2330770703539274
0,1,1,0,1,1,0,1,0.3282735653281285,0.21030654419292308
1,1,1,0,1,2,0,1,-1.7437847139816087,0.8828158027352466
1,0,2,1,1,3,0,0,-0.9978437334301034,1.5630645439328383
0,0,0,0,1,2,0,1,-0.16902042170620843,0.48160111997292887
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8565119088586459
1,0,0,0,1,1,0,0,-0.5834320775681558,-0.9413714272077109
1,0,0,0,0,1,0,1,-0.5834320775681558,-0.8638833729854817
0,0,0,0,1,3,0,1,2.1102436855345026,0.5057419413731775
1,1,0,1,0,3,0,0,1.5715085329139709,0.9699456409004378
0,0,0,0,1,3,0,0,-0.08613809053381893,1.5630645439328383
1,1,1,1,0,3,0,1,0.8255675523624655,1.5630645439328383
1,1,0,0,0,1,0,1,0.576920558845297,0.022520311682655017
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8672988523685876
0,0,0,0,1,1,0,1,0.908449883534855,-0.8475157022567751
0,0,0,0,1,2,0,1,-0.08613809053381893,-0.2626372070830089
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8269425125655973
0,0,0,0,0,1,0,1,-0.08613809053381893,-0.8269425125655973
0,2,0,0,1,1,0,1,-0.4176674152233769,0.39663044162101224
0,0,0,0,1,1,0,1,-0.8320790710853244,-0.8475157022567751
0,0,4,0,0,1,0,1,-0.003255759361429436,0.24051083407961027
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9407602855054759
1,0,0,0,1,1,0,1,0.24539123415573905,-0.8531270238554911
1,0,0,0,1,2,0,1,2.1102436855345026,-0.5401326474896715
1,2,0,1,0,3,0,1,1.9859201887759184,1.2771863023296341
1,0,0,1,1,3,0,1,0.576920558845297,0.49865995427893145
1,0,0,0,0,1,1,0,-0.08613809053381893,-0.8672988523685876
0,0,0,0,1,1,0,1,-1.0807260646024928,-0.8269425125655973
0,0,0,0,1,1,0,1,-0.8320790710853244,-0.18279931461148358
1,0,0,0,0,2,0,1,0.41115589650051804,-0.3046458931962617
1,1,0,1,0,3,0,1,0.8255675523624655,1.37400788211633
0,1,0,0,0,1,0,0,-0.08613809053381893,-0.18602430633711134
1,0,0,0,1,1,0,1,0.24539123415573905,-0.843592637875174
1,1,1,0,0,2,0,1,-0.3347850840509874,0.6469843041020237
1,1,1,1,0,3,0,0,0.8255675523624655,1.5630645439328383
0,0,0,0,1,2,0,1,2.0688025199483078,0.48160111997292887
0,0,0,1,1,3,0,0,0.576920558845297,0.9853264697604843
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.7423668991075327
1,0,2,1,0,3,0,1,-0.9149614022577138,1.5630645439328383
0,0,0,0,1,2,0,1,1.4886262017415814,-0.14479216329387465
1,1,1,1,1,3,0,0,2.1102436855345026,1.5630645439328383
0,0,0,0,1,1,0,1,-0.5834320775681558,-0.8269425125655973
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8269425125655973
0,0,0,0,1,1,0,1,0.4940382276729075,-0.9560153371699237
1,1,0,1,0,3,0,0,1.903037857603529,1.5630645439328383
0,0,0,0,1,1,0,1,1.4886262017415814,-0.937738268996525
0,0,2,0,0,1,1,0,-0.08613809053381893,-0.8672988523685876
0,1,0,0,1,2,0,1,0.6598028900176865,0.48160111997292887
0,1,1,0,1,1,0,1,0.576920558845297,0.39663044162101224
1,0,0,0,0,2,0,1,-0.08613809053381893,0.7575666883353044
0,0,0,0,1,1,0,1,1.6543908640863605,-3.4639266381479032
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9413714272077109
1,1,0,1,1,3,0,0,1.6543908640863605,1.395467819958222
1,2,1,0,0,2,0,1,-0.4176674152233769,0.5251377255172456
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8475157022567751
0,0,0,0,1,3,0,1,-0.08613809053381893,1.0497835333719632
0,0,0,0,1,1,0,1,1.239979208224413,-0.8269425125655973
1,0,0,0,1,3,0,0,0.4940382276729075,0.5057419413731775
0,1,0,0,1,1,0,1,0.576920558845297,-0.10433248500303619
0,0,0,0,1,1,0,1,0.07962657181096006,-0.8475157022567751
1,0,0,0,1,3,0,1,-0.16902042170620843,0.6661387081239454
1,1,2,0,0,2,0,0,-0.5834320775681558,1.026926148912604
1,0,0,1,0,3,0,1,0.908449883534855,1.5630645439328383
0,1,5,0,0,1,0,1,0.8255675523624655,0.6952352921999051
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.9671170369332387
1,1,0,0,0,1,1,0,-0.08613809053381893,-0.1079546502830178
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8672988523685876
0,0,0,0,1,1,0,1,0.4940382276729075,-0.8269425125655973
1,1,2,0,0,2,0,1,-0.4176674152233769,1.551612587143996
0,1,1,0,1,1,0,1,0.41115589650051804,-0.1905477216731816
0,1,0,0,0,1,0,1,-0.2519027528785979,-0.06519565094449518
1,2,1,1,0,2,0,1,-2.075314038671167,0.9521221149608133
0,0,0,0,1,2,0,1,-0.2519027528785979,-0.5401326474896715
0,1,0,0,1,1,0,0,-0.16902042170620843,-0.18634186145862344
1,1,0,1,1,3,0,1,1.074214545879634,1.3014607886643448
1,1,1,0,1,1,0,0,-0.7491967399129349,-0.09054578479496868
0,0,0,0,1,1,0,1,-0.6663144087405454,-0.8531270238554911
0,0,0,0,1,1,0,1,-0.6663144087405454,-0.06519565094449518
0,0,0,1,1,3,0,1,2.1102436855345026,0.7334102703067112
0,0,0,0,1,2,1,0,2.1102436855345026,-0.36155833299816925
1,0,0,1,0,3,0,1,-0.6663144087405454,1.5630645439328383
0,0,0,0,1,1,0,1,-0.2519027528785979,-0.8475157022567751
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8695858335181553
1,0,0,1,1,3,0,1,2.1102436855345026,0.6469843041020237
0,0,0,0,1,1,0,1,1.8201555264311393,-0.9664926130061573
1,0,0,1,1,3,0,0,0.24539123415573905,0.6661387081239454
0,0,0,0,1,3,0,1,-0.08613809053381893,-3.4639266381479032
0,3,2,0,0,1,0,1,-1.6609023828092193,0.563011261709795
1,0,0,0,0,2,0,1,-0.08613809053381893,-0.3046458931962617
0,0,0,0,1,1,0,1,0.24539123415573905,-0.843592637875174
0,1,1,0,1,2,0,1,0.16250890298334955,0.49263460555851546
0,0,5,0,0,1,0,1,0.9913322147072445,0.9725228748597404
0,1,0,0,1,1,0,1,-0.08613809053381893,-0.06519565094449518
0,0,0,0,1,1,0,1,-0.7491967399129349,-0.8531270238554911
1,0,0,1,0,3,0,0,-0.4176674152233769,1.5630645439328383
0,3,2,0,0,1,0,1,-2.199637535429751,0.563011261709795
1,0,0,0,1,1,0,1,-0.08613809053381893,1.3864778041319725
1,2,1,0,0,1,0,0,-2.199637535429751,0.1377003747278826
1,1,0,1,1,3,0,0,1.5715085329139709,1.5630645439328383
0,0,0,0,1,1,0,1,-0.8320790710853244,-0.8475157022567751
1,0,0,1,1,3,0,0,2.1102436855345026,0.8425047648077887
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8949792696580025
1,0,0,0,0,1,0,1,-0.5005497463957664,-0.8949792696580025
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8475157022567751
1,0,1,0,0,2,0,1,-0.9149614022577138,0.3406001373662291
0,0,0,0,1,1,0,1,-0.6663144087405454,-0.7772843134115123
1,0,0,0,0,1,1,0,-0.08613809053381893,-0.8565119088586459
0,0,0,0,0,1,1,0,-0.9149614022577138,-1.0125829333249907
0,2,0,0,1,2,0,1,-0.4176674152233769,1.5630645439328383
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8475157022567751
0,1,1,0,0,1,1,0,0.24539123415573905,-0.1079546502830178
0,0,0,0,1,2,0,1,-0.5005497463957664,-0.3046458931962617
0,0,2,1,1,3,0,0,2.1102436855345026,1.5630645439328383
1,2,0,0,1,3,0,1,1.73727319525875,1.5630645439328383
0,0,0,0,1,1,0,0,0.908449883534855,-0.9413714272077109
0,0,0,1,1,3,0,1,1.4886262017415814,0.4631705644332411
0,0,0,0,1,1,0,1,0.576920558845297,-0.902592215726009
1,1,0,0,1,1,0,1,-0.7491967399129349,-0.843592637875174
0,2,0,0,1,2,0,1,0.24539123415573905,1.5630645439328383
0,0,0,0,1,2,0,1,-0.3347850840509874,-0.3046458931962617
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8638833729854817
0,0,0,0,1,1,0,1,1.1570968770520236,-0.8269425125655973
1,1,0,1,0,3,0,1,-0.08613809053381893,1.2890079243426653
1,1,1,0,0,2,0,1,0.908449883534855,0.9521221149608133
0,1,0,1,1,3,0,1,0.16250890298334955,1.2890079243426653
0,0,0,0,1,2,0,1,2.1102436855345026,-0.5401326474896715
1,0,0,0,1,2,0,1,0.16250890298334955,-0.3046458931962617
0,0,0,0,1,2,0,1,-0.08613809053381893,-3.4639266381479032
0,0,0,0,1,1,0,1,-0.9149614022577138,-0.8638833729854817
0,0,0,0,1,1,0,1,-0.37622624963718215,-0.8269425125655973
1,0,0,0,0,1,0,1,-0.9149614022577138,-0.6106998273272948
0,1,6,0,0,1,0,1,1.1570968770520236,1.1678871447228634
1,0,1,1,1,3,0,0,0.576920558845297,1.5630645439328383
0,0,0,0,0,1,1,0,-0.08613809053381893,-0.8154236979461585
1,0,0,1,1,3,0,0,-0.16902042170620843,1.5630645439328383
0,0,0,0,1,1,0,1,-0.7491967399129349,-0.6808083686593128
0,5,2,0,1,1,0,1,-1.2464907269472718,1.1678871447228634
0,1,1,0,1,2,0,1,2.1102436855345026,0.9521221149608133
0,1,2,0,1,2,0,0,-0.3347850840509874,1.026926148912604
0,4,1,0,1,1,0,1,-1.2464907269472718,0.9725228748597404
0,0,0,0,1,1,0,1,-0.8320790710853244,-0.5749017035084898
0,0,0,0,1,1,0,1,-0.9149614022577138,-0.8610491018498265
1,0,1,1,0,3,0,1,-1.1636083957748824,1.5630645439328383
1,1,0,1,1,3,0,1,0.16250890298334955,1.396930030344005
1,0,1,0,0,1,0,0,-2.075314038671167,-0.26953431251533
1,0,0,0,1,1,0,1,-0.08613809053381893,1.3864778041319725
0,0,0,0,1,1,0,0,-0.3347850840509874,-0.9413714272077109
0,0,0,0,1,3,0,1,2.1102436855345026,0.5057419413731775
0,0,0,0,1,2,0,1,1.903037857603529,-0.2626372070830089
0,0,0,0,1,1,0,1,1.239979208224413,-0.8269425125655973
1,0,0,0,0,1,1,0,-0.08613809053381893,-0.8695858335181553
0,1,1,1,1,3,0,0,1.6543908640863605,1.5630645439328383
0,0,0,1,1,1,0,1,1.074214545879634,-0.8810590580251232
1,1,0,1,0,3,0,0,-0.9149614022577138,1.5630645439328383
1,0,0,1,1,3,0,1,0.4940382276729075,0.4942808923800514
0,0,1,0,0,1,0,0,-0.9149614022577138,-0.18634186145862344
0,0,0,0,1,1,1,0,-0.3347850840509874,-0.8684349495864786
0,1,0,0,1,1,0,1,-0.2519027528785979,-0.8531270238554911
0,0,0,0,1,2,0,1,0.8255675523624655,0.48160111997292887
1,0,0,0,0,2,0,1,1.3228615393968024,-0.2626372070830089
1,0,0,1,1,3,0,1,1.074214545879634,0.4942808923800514
1,0,0,0,0,3,0,1,-0.5834320775681558,1.5630645439328383
1,1,1,0,1,1,0,0,-0.08613809053381893,-0.12654116914341326
1,0,0,1,0,3,0,0,-0.4176674152233769,1.2312641201635046
0,0,0,1,1,3,0,1,-0.08613809053381893,0.5057419413731775
1,1,0,1,1,3,0,1,1.5715085329139709,1.2890079243426653
0,0,0,0,1,1,0,1,-0.003255759361429436,-0.6509427253401006
0,0,0,0,1,2,0,1,1.903037857603529,-0.3046458931962617
0,0,0,1,1,1,0,1,-0.8320790710853244,-0.8810590580251232
1,0,0,1,0,3,0,0,0.742685221190076,1.5630645439328383
1,0,0,1,0,2,0,1,-0.16902042170620843,-0.5401326474896715
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.1079546502830178
0,0,0,0,1,1,0,1,0.3282735653281285,-0.8638833729854817
1,0,1,0,0,2,0,1,-1.9095493763263878,0.7575666883353044
0,1,0,0,1,1,0,1,-0.9978437334301034,-0.9664926130061573
0,0,0,0,1,2,0,1,0.41115589650051804,-0.3046458931962617
0,0,0,0,1,2,0,1,1.73727319525875,-0.3046458931962617
1,1,0,1,1,3,0,1,-0.16902042170620843,1.3135995861484342
0,0,0,0,1,1,0,1,-0.7491967399129349,-0.7485456210133309
1,3,0,0,0,2,0,1,0.07962657181096006,0.2364366677703862
1,0,0,0,0,1,1,0,-0.08613809053381893,-0.8690102532486633
0,1,0,0,1,2,0,1,-0.3347850840509874,0.48160111997292887
0,1,0,0,0,1,0,1,-0.3347850840509874,-0.843592637875174
1,0,0,1,0,3,0,1,-0.003255759361429436,1.5630645439328383
0,0,0,0,1,1,0,0,-1.4951377204644403,0.10955099162433947
0,0,0,0,1,2,0,1,-0.08613809053381893,-3.4639266381479032
0,0,0,0,1,2,0,1,-0.5005497463957664,-0.3046458931962617
0,0,0,0,1,2,0,1,-0.5005497463957664,-0.3046458931962617
0,0,0,0,1,1,0,1,-0.04469692494762418,-0.06519565094449518
0,1,3,0,0,1,0,1,1.5715085329139709,0.8050264956334089
1,0,0,1,1,3,0,0,0.4940382276729075,1.5630645439328383
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8475157022567751
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8475157022567751
1,0,0,1,1,3,0,1,-0.08613809053381893,0.6469843041020237
0,1,0,1,1,3,0,1,0.576920558845297,1.5630645439328383
1,2,2,1,0,3,0,0,-0.6663144087405454,1.5630645439328383
0,1,0,0,1,1,0,1,-0.4176674152233769,-0.06519565094449518
1,0,0,0,1,1,0,1,0.16250890298334955,-0.843592637875174
0,1,1,1,1,3,0,1,2.1102436855345026,1.5630645439328383
0,1,1,0,1,1,0,1,-1.0807260646024928,0.19491372916297797
1,0,0,0,0,2,0,1,0.07962657181096006,-0.3046458931962617
0,1,0,1,1,3,0,1,-0.8320790710853244,1.3135995861484342
0,0,0,0,1,1,1,0,0.16250890298334955,-0.8672988523685876
1,1,1,0,0,2,0,1,-2.075314038671167,0.3406001373662291
1,0,1,1,1,1,0,1,-1.9095493763263878,-0.3504014515755686
0,0,0,0,1,1,0,1,0.3282735653281285,-0.6490372112496652
0,0,0,0,1,1,0,1,-0.5005497463957664,-0.8475157022567751
1,1,2,0,0,2,0,1,1.5715085329139709,1.551612587143996
1,1,1,0,1,2,0,1,-2.199637535429751,-0.18279931461148358
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8610491018498265
0,0,0,0,1,2,0,1,-0.9149614022577138,-0.4403144629250198
0,0,0,0,1,1,0,1,0.41115589650051804,-0.8269425125655973
1,0,0,1,0,3,0,1,0.3282735653281285,1.5630645439328383
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.18279931461148358
0,0,0,0,1,1,0,1,0.9913322147072445,-0.9560153371699237
1,0,0,0,1,1,0,0,-0.7491967399129349,-0.9407602855054759
1,1,2,1,0,3,0,1,0.576920558845297,1.5630645439328383
0,0,0,0,1,1,0,1,-1.0807260646024928,-0.8638833729854817
1,1,0,1,0,3,0,1,1.8201555264311393,1.5630645439328383
0,0,0,0,1,3,0,0,-0.08613809053381893,0.9699456409004378
0,0,0,0,0,1,1,0,0.1210677373971548,-0.8672988523685876
0,1,0,0,1,1,1,0,-0.08613809053381893,0.39663044162101224
0,0,0,0,1,1,0,1,0.24539123415573905,-0.7863030123184067
0,0,0,0,1,1,0,1,-0.4176674152233769,-0.6490372112496652
0,0,0,0,1,1,0,1,1.5715085329139709,-0.8531270238554911
0,0,0,1,0,2,0,1,2.1102436855345026,-0.5401326474896715
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9413714272077109
1,1,3,0,0,2,0,1,2.0688025199483078,0.3406001373662291
0,0,0,0,1,1,0,1,-0.9149614022577138,-0.8672988523685876
0,0,0,1,1,1,1,0,-0.08613809053381893,-0.8672988523685876
1,0,0,0,0,1,0,1,-1.9924317074987772,-0.3504014515755686
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8690102532486633
1,0,1,1,0,3,0,1,1.1570968770520236,1.5630645439328383
1,0,0,0,0,1,0,0,-1.3293730581196614,-0.9407602855054759
1,1,0,1,0,3,0,1,-0.9978437334301034,1.396930030344005
0,0,0,1,1,3,0,1,-0.003255759361429436,0.6469843041020237
0,1,2,0,1,1,0,1,-0.08613809053381893,0.3628383875901937
0,0,0,0,1,1,0,1,-0.3347850840509874,-0.9671170369332387
0,0,0,0,1,1,0,1,-0.3347850840509874,-0.937738268996525
1,0,0,0,0,1,0,1,-0.9149614022577138,-0.902592215726009
0,4,1,0,1,1,1,0,-1.7437847139816087,0.6127084536079945
1,1,2,0,1,1,0,1,-2.199637535429751,0.2130840969742818
0,0,0,1,1,3,0,0,1.405743870569192,1.5630645439328383
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.8672988523685876
0,0,0,0,1,2,0,1,-1.0807260646024928,0.48160111997292887
0,8,2,0,0,1,0,1,-0.08613809053381893,1.5630645439328383
